org,org_type,ein,name,exempt_type,match_confidence,filer_name,filer_name_norm,method,verified,details
Independent Insurance Agents & Brokers of America,6.0,640204857.0,Independent Insurance Agents Of Mississippi,6.0,118.9763,INDEPENDENT INSURANCE AGENTS,independent insurance agents,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,470248193.0,Independent Insurance Agents Of Nebraska,6.0,118.9763,INDEPENDENT INSURANCE AGENTS OF,independent insurance agents,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,750224100.0,Independent Insurance Agents Of Dallas,6.0,118.9763,Independent Insurance Agents of Dallas,independent insurance agents dallas,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,930241594.0,Independent Insurance Agents Of Oregon,6.0,118.9763,INDEPENDENT INSURANCE AGENTS AND BROKERS,independent insurance agents brokers,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,916033271.0,Independent Insurance Agents Of Washington,6.0,118.9763,Independent Insurance Agents & Broker,independent insurance agents broker,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,990265328.0,Hawaii Independent Insurance Agents Association,6.0,118.9763,HAWAII INDEPENDENT INSURANCE AGENTS ASSO,hawaii independent insurance agents asso,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,741469837.0,Independent Insurance Agents Of Austin,6.0,118.9763,INDEPENDENT INSURANCE AGENTS,independent insurance agents,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,756035761.0,Independent Insurance Agents Of Amarillo,6.0,118.9763,,,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,237111780.0,Independent Insurance Agents Of Tyler,6.0,118.9763,,,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,470346003.0,Independent Insurance Agents Of Omaha,6.0,118.9763,,,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,205886251.0,Independent Insurance Agents Oftexas Foundation,3.0,113.23863,,,auto,0.0,Not included in top 3 results.
Independent Insurance Agents & Brokers of America,6.0,580254843.0,Independent Insurance Agents Of Georgia Inc,6.0,109.60485,Independent Insurance Agents of GA Inc,independent insurance agents ga,auto,0.0,Not included in top 3 results.
National Council of La Raza,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Americans For Tax Reform,4.0,521403587.0,Americans For Tax Reform,4.0,142.20166,Americans for Tax Reform,americans tax reform,manual,,
Planned Parenthood/Mar Monte,4.0,941583439.0,Planned Parenthood Mar Monte Inc,3.0,190.35999,PLANNED PARENTHOOD MAR MONTE INC,planned parenthood mar monte,manual,,
State Tea Party Express,4.0,453200196.0,State Tea Party Express,,173.30263,,,manual,,
Americans for a Conservative Direction,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Planned Parenthood/Minnesota,4.0,410948382.0,Planned Parenthood Minnesota North Dakota South Dakota,3.0,121.29186,PLANNED PARENTHOOD MINNESOTA NORTH,planned parenthood minnesota north,manual,,
Planned Parenthood/Minnesota,4.0,473878626.0,Planned Parenthood Minnesota North Dakota South Dakota Fund,3.0,113.035805,PLANNED PARENTHOOD NORTH CENTRAL STATES,planned parenthood north central states,manual,,
Planned Parenthood/Minnesota,4.0,411709702.0,Planned Parenthood Of Minnesota North Dakota South Dakota Actn Fnd,4.0,99.493866,PLANNED PARENTHOOD MINNESOTA NORTH,planned parenthood minnesota north,manual,,
Health Coalition on Liability & Access,4.0,521878313.0,Health Coalition On Liability And Access,6.0,140.16121,HEALTH COALITION ON LIABILITY AND ACCESS,health coalition on liability access,manual,,
Georgia Credit Union League,6.0,580255610.0,Georgia Credit Union League Inc,6.0,129.62454,,,manual,,
Georgia Credit Union League,6.0,311799057.0,Georgia Credit Union League Inc,14.0,123.40575,,,manual,,
Georgia Credit Union League,6.0,884108170.0,Middle Georgia Chapter Of The League Of Southeastern Credit Unio,6.0,85.84408,,,manual,,
Georgia Credit Union League,6.0,920287457.0,Southeast Georgia Chapter Of The League Of Southeastern Credit Unio,6.0,85.84408,,,auto,0.0,Not included in top 3 results.
Georgia Credit Union League,6.0,920237657.0,South Georgia Chapter Of The League Of Southeastern Credit Unions Inc,6.0,81.92588,SOUTH GEORGIA CHAPTER OF THE LEAGUE,south georgia chapter league,auto,0.0,Not included in top 3 results.
Georgia Credit Union League,6.0,363304223.0,Illinois Credit Union League,6.0,34.973988,,,auto,0.0,Not included in top 3 results.
Catholic Advocate,4.0,271728961.0,Catholic Advocate,4.0,96.62378,Catholic Advocate,catholic advocate,manual,,
Catholic Advocate,4.0,475583774.0,Catholic Vocations Advocates,3.0,80.61594,CATHOLIC VOCATIONS ADVOCATES,catholic vocations advocates,manual,,
Catholic Advocate,4.0,272001309.0,Catholic Advocate Educational Fund,3.0,78.54012,,,manual,,
Catholic Advocate,4.0,300523644.0,Advocates For Catholic Education And Organizations,3.0,61.560787,ADVOCATES FOR CATHOLIC EDUCATION &,advocates catholic education,auto,0.0,Not included in top 3 results.
Catholic Advocate,4.0,275336848.0,Faithful Advocates For Catholic Education On The Shore Inc,3.0,49.797997,,,auto,0.0,Not included in top 3 results.
Human Rights Campaign,4.0,521243457.0,Human Rights Campaign Inc,4.0,143.87073,HUMAN RIGHTS CAMPAIGN INC,human rights campaign,manual,,
Human Rights Campaign,4.0,521481896.0,Human Rights Campaign Foundation,3.0,143.87073,HUMAN RIGHTS CAMPAIGN FOUNDATION,human rights campaign foundation,manual,,
Human Rights Campaign,4.0,934683421.0,Palestine Human Rights Campaign,3.0,143.87073,,,manual,,
Human Rights Campaign,4.0,874741889.0,Human Rights Campaign For Iran,3.0,131.56607,,,auto,0.0,Not included in top 3 results.
Human Rights Campaign,4.0,275305580.0,Campaign For Human Rights Inc,3.0,128.79279,CAMPAIGN FOR HUMAN RIGHTS INC,campaign human rights,auto,0.0,Not included in top 3 results.
Human Rights Campaign,4.0,832771682.0,Aging People In Prison Human Rights Campaign,3.0,109.80183,,,auto,0.0,Not included in top 3 results.
Americans for Job Security,6.0,522062978.0,Americans For Job Security,6.0,144.50385,,,manual,,
Americans for Job Security,6.0,264059896.0,Americans Allied For Jobs And Security,4.0,107.21113,AMERICANS ALLIED FOR JOBS AND SECURITY,americans allied jobs security,manual,,
Americans for Tax Reform,4.0,521403587.0,Americans For Tax Reform,4.0,142.20166,Americans for Tax Reform,americans tax reform,manual,,
Americans for Responsible Leadership,4.0,452841608.0,Americans For Responsible Leadership,4.0,139.49553,,,manual,,
YG Network,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
CitizenLink,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
National Federation of Independent Business,6.0,940707299.0,National Federation Of Independent Business Inc,6.0,123.65657,NATIONAL FEDERATION OF INDEPENDENT,national federation independent,manual,,
Center for Individual Freedom,4.0,541916980.0,Center For Individual Freedom,4.0,144.61543,CENTER FOR INDIVIDUAL FREEDOM,center individual freedom,manual,,
American Energy Alliance,4.0,262731617.0,American Energy Alliance,4.0,109.55519,AMERICAN ENERGY ALLIANCE,american energy alliance,manual,,
American Energy Alliance,4.0,201728102.0,Securing Americas Future Energy Alliance Inc,4.0,81.15026,SECURING AMERICA'S FUTURE ENERGY,securing america s future energy,manual,,
Americans Elect,4.0,43519050.0,American Fedetation Of State County & Municipal Employees,5.0,14.479839,,,manual,,
Americans Elect,4.0,136107108.0,American Federation Of State County & Municipal Employees,5.0,13.7689,LOCAL 1322 AFSCME AFLCIO,local 1322 afscme aflcio,manual,,
VoteVets.org,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
New American Energy Opportunity Foundation,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Citizen Awareness Project,4.0,883792977.0,Citizen Awareness Project,4.0,125.321724,,,manual,,
Citizen Awareness Project,4.0,455542575.0,Citizen Awareness Project Inc,4.0,113.596954,CITIZEN AWARENESS PROJECT INC,citizen awareness project,manual,,
Michigan League of Conservation Voters,4.0,371430158.0,Michigan League Of Conservation Voters Education Fund,3.0,132.73285,MICHIGAN LEAGUE OF CONSERVATION,michigan league conservation,manual,,
Hispanic Leadership Fund,4.0,262383617.0,Hispanic Leadership Fund Inc,4.0,112.80414,The Hispanic Leadership Fund Inc,hispanic leadership fund,manual,,
American Resort Development Assn,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Veterans for a Strong America,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Fair Share Alliance,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
National Right to Life,4.0,520986195.0,National Right To Life Committee Inc,4.0,113.53323,NATIONAL RIGHT TO LIFE COMMITTEE INC,national right to life committee,manual,,
National Right to Life,4.0,521257773.0,National Right To Life Conventions Inc,4.0,113.53323,NATIONAL RIGHT TO LIFE CONVENTIONS INC,national right to life conventions,manual,,
National Right to Life,4.0,731010913.0,National Right To Life Educational Foundation Inc,3.0,105.24483,NATIONAL RIGHT TO LIFE EDUCATIONAL,national right to life educational,manual,,
National Right to Life,4.0,521241126.0,National Right To Life Committee Educational Trust Fund,3.0,98.08539,NATIONAL RIGHT TO LIFE COMMITTEE,national right to life committee,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,861604260.0,Faith Arts Council,3.0,49.205868,,,manual,,
Faith & Freedom Coalition,4.0,464742503.0,Faith 2 Faith,3.0,47.42004,,,manual,,
Faith & Freedom Coalition,4.0,863230604.0,Faith Area Community Foundation,3.0,45.809807,FAITH AREA COMMUNITY FOUNDATION,faith area community foundation,manual,,
Faith & Freedom Coalition,4.0,824161647.0,Faith Community Endowment Inc,3.0,45.809807,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,237086540.0,Faith,3.0,45.749607,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,450351173.0,Faith,3.0,45.749607,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,456038532.0,Faith,3.0,45.749607,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,840751266.0,Faith,3.0,45.749607,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,916193259.0,Faith,3.0,45.749607,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,930495196.0,Faith,3.0,45.749607,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,263820181.0,Faith To Faith Minstry,3.0,44.42259,FAITH TO FAITH MINISTRY,faith to faith ministry,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,261615337.0,Faith 2 Faith Ministries,3.0,44.42259,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,383040894.0,Faith To Faith Church,3.0,44.42259,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,272183685.0,Faith To Faith Ministries,3.0,44.42259,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,372061344.0,Faith To Faith Ministries,3.0,44.42259,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,710888503.0,Faith Fourth Of July Committee,3.0,42.995766,FAITH FOURTH OF JULY COMMITTEE INC,faith fourth july committee,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,753262681.0,Faith Community Action Team Inc,3.0,42.995766,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,742788399.0,Faith Tabernacle,3.0,41.849598,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,912046490.0,Faith Tabernacle,3.0,41.849598,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,208370780.0,Faith 2 Faith Ministries International,3.0,41.782375,FAITH 2 FAITH MINISTRIES INC,faith 2 faith ministries,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,205390461.0,Faith To Faith Ministry Inc,3.0,41.782375,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,300741532.0,Faith To Faith Christian Center,3.0,41.782375,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,800666902.0,Faith To Faith Fellowship Ministries,3.0,41.782375,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,450541602.0,Faith To Faith International Inc,3.0,41.782375,,,auto,0.0,Not included in top 3 results.
Faith & Freedom Coalition,4.0,232989401.0,Faith To Faith Ministry Inc,3.0,41.782375,,,auto,0.0,Not included in top 3 results.
Special Operations OPSEC Education Fund,4.0,455552554.0,Special Operations Opsec Education Fund Inc,4.0,196.82617,Special Operations OPSEC Education Fund Inc,special operations opsec education fund,manual,,
Freedom Path,4.0,900648831.0,Freedom Path,,109.19941,,,manual,,
Freedom Path,4.0,300991241.0,Freedoms Path,3.0,102.14611,,,manual,,
Freedom Path,4.0,871169750.0,Freedom Path 307,4.0,97.92234,FREEDOM PATH 307,freedom path 307,manual,,
Freedom Path,4.0,455474048.0,Freedom Path Inc,3.0,97.92234,FREEDOM PATH INC,freedom path,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,332907189.0,Freedom Path Initiative,3.0,97.92234,,,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,832210496.0,Freedom Path Counseling Inc,3.0,88.76033,FREEDOM PATH COUNSELING INC,freedom path counseling,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,333160071.0,Path To Freedom Foundation,3.0,88.76033,,,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,872277407.0,Syria Freedom Path Inc,3.0,88.76033,SYRIA FREEDOM PATH INC,syria freedom path,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,341986892.0,Freedom Path Min Inc,,88.76033,,,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,414474789.0,Path To Freedom Project,3.0,88.76033,,,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,874029399.0,Paths To Freedom,3.0,84.510315,PATHS TO FREEDOM,paths to freedom,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,812109011.0,Texas Freedoms Path Inc,3.0,83.02722,Texas Freedoms Path,texas freedoms path,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,414932806.0,Freedom Path Veteran Housing Inc,3.0,81.16856,,,auto,0.0,Not included in top 3 results.
Freedom Path,4.0,852676264.0,Sure Path To Freedom Now Cdc,3.0,74.774734,,,auto,0.0,Not included in top 3 results.
Concerned Women for America Legislative Action,4.0,953370744.0,Concerned Women For America Legislative Action Committee,4.0,180.0101,CONCERNED WOMEN FOR AMERICA,concerned women america,manual,,
USAction,4.0,522214305.0,Usaction,4.0,123.044014,,,manual,,
USAction,4.0,522214307.0,Usaction Education Fund,3.0,97.60134,,,manual,,
Heritage Action for America,4.0,272244700.0,Heritage Action For America,4.0,120.87082,HERITAGE ACTION FOR AMERICA,heritage action america,manual,,
Let Freedom Ring,4.0,320175290.0,Let Freedom Ring,3.0,169.27129,,,manual,,
Let Freedom Ring,4.0,831053673.0,Let Freedom Ring Foundation,3.0,153.43277,LET FREEDOM RING FOUNDATION,let freedom ring foundation,manual,,
Let Freedom Ring,4.0,61719990.0,Let Freedom Ring Inc,4.0,153.43277,,,manual,,
Protect the Harvest,4.0,471734842.0,Protect The Harvest,3.0,98.12891,PROTECT THE HARVEST,protect harvest,manual,,
Protect the Harvest,4.0,842516466.0,The Harvest Project Inc,3.0,84.73583,THE HARVEST PROJECT INC,harvest project,manual,,
Protect the Harvest,4.0,453551569.0,Protect The Harvest Action Fund,4.0,81.339775,PROTECT THE HARVEST ACTION FUND,protect harvest action fund,manual,,
Protect the Harvest,4.0,334431576.0,Harvest Outreach People Project,3.0,24.784662,,,auto,0.0,Not included in top 3 results.
Texas Credit Union League,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
United Against Illegal Guns Support Fund,,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Mayors Against Illegal Guns,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Environment America,4.0,205355252.0,Environment America Inc,4.0,77.33996,ENVIRONMENT AMERICA INC,environment america,manual,,
Environment America,4.0,541621128.0,American Environment Foundation,3.0,73.61241,,,manual,,
Environment America,4.0,810492844.0,Save Americas Visual Environment,3.0,66.71957,,,manual,,
Environment America,4.0,464950562.0,American Creative Environment Inc,3.0,61.913292,AMERICAN CREATIVE ENVIRONMENT INC,american creative environment,auto,0.0,Not included in top 3 results.
Environment America,4.0,205844470.0,Environment For The Americas Inc,3.0,61.00894,ENVIRONMENT FOR THE AMERICAS INC,environment americas,auto,0.0,Not included in top 3 results.
Environment America,4.0,275548684.0,American Canines For The Environment,3.0,61.00894,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,510185266.0,American Environmental Health Found,3.0,58.274384,American Environmental Health Found,american environmental health found,auto,0.0,Not included in top 3 results.
Environment America,4.0,201135038.0,Ukrainian American Environmental Association,3.0,58.274384,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,921581198.0,American Environmental Intervention Services,3.0,58.274384,AMERICAN ENVIRONMENTAL INTERVENTION SERVICES,american environmental intervention services,auto,0.0,Not included in top 3 results.
Environment America,4.0,422250932.0,American Coalition For Educational Environments,3.0,57.147766,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,881086042.0,Environmental Innovators Of America Inc,3.0,56.375935,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,371552329.0,North American Environment Protection Association Inc,3.0,54.837646,NORTH AMERICAN MARINE ENVIRONMENT,north american marine environment,auto,0.0,Not included in top 3 results.
Environment America,4.0,134339865.0,Environment America Research And Policy Center Inc,3.0,54.73262,ENVIRONMENT AMERICA RESEARCH AND POLICY,environment america research policy,auto,0.0,Not included in top 3 results.
Environment America,4.0,330743220.0,Native American Environmental Protection Coalition,3.0,53.2866,NATIVE AMERICAN ENVIRONMENTAL,native american environmental,auto,0.0,Not included in top 3 results.
Environment America,4.0,840960966.0,American Society For Environmental History,3.0,53.2866,AMERICAN SOCIETY FOR ENVIRONMENTAL HISTORY,american society environmental history,auto,0.0,Not included in top 3 results.
Environment America,4.0,680366936.0,Chinese-american Environmental Protection Association,3.0,53.2866,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,431629481.0,Mid America Assn Of Environmental Professionals,3.0,51.932224,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,452154817.0,New Environmental Leaders Of America Inc,3.0,51.932224,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,474099236.0,American Association Of Multi-sensory Environments,3.0,51.367046,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,237379946.0,American Israel Environmental Council,3.0,51.328835,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,237158061.0,North American Association For Environmental Education,3.0,49.086388,NORTH AMERICAN ASSOCIATION FOR ENVIRONMENTAL EDUCA,north american association environmental educa,auto,0.0,Not included in top 3 results.
Environment America,4.0,621599535.0,American Environmental Health Studies Project Inc,3.0,49.086388,AMERICAN ENVIRONMENTAL HEALTH STUDIES PR,american environmental health studies pr,auto,0.0,Not included in top 3 results.
Environment America,4.0,201867780.0,Central American Education And Environmental Fund,3.0,49.086388,Central American Education &,central american education,auto,0.0,Not included in top 3 results.
Environment America,4.0,731317565.0,American Board Of Environmental Medicine Inc,6.0,49.086388,,,auto,0.0,Not included in top 3 results.
Environment America,4.0,932164243.0,American Environmental Research Organization Aero Inc,3.0,49.086388,,,auto,0.0,Not included in top 3 results.
Health Coalition on Liability & Access,6.0,521878313.0,Health Coalition On Liability And Access,6.0,140.16121,HEALTH COALITION ON LIABILITY AND ACCESS,health coalition on liability access,manual,,
Working for Michigan,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Progressive Leadership Alliance/Nevada Action Fund,4.0,452606048.0,Progressive Leadership Alliance Of Nevada Action Fund,4.0,178.31935,PROGRESSIVE LEADERSHIP ALLIANCE OF NEVADA ACTION,progressive leadership alliance nevada action,manual,,
American Principles in Action,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Marylanders for Marriage Equality,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Our Community Votes,4.0,205339299.0,Our Community Votes Inc,4.0,107.455795,OUR COMMUNITY VOTES INC,our community votes,manual,,
Save Hetch Hetchy No On F,,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Truman National Security Project,4.0,201597444.0,Truman National Security Project Inc,4.0,154.78891,TRUMAN NATIONAL SECURITY PROJECT,truman national security project,manual,,
California League of Conservation Voters,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Common Sense Issues,4.0,208824036.0,Common Sense Issues Inc,4.0,174.36526,,,manual,,
Colorado Family Action,4.0,205012920.0,Colorado Family Action Inc,4.0,101.46898,COLORADO FAMILY ACTION,colorado family action,manual,,
Wisconsin Family Action,4.0,830448717.0,Wisconsin Family Action Inc,4.0,101.79214,Wisconsin Family Action,wisconsin family action,manual,,
Nevada Advocates for Planned Parenthood,4.0,743234716.0,Nevada Advocates For Planned Parenthood Affiliates Inc,4.0,176.49783,NEVADA ADVOCATES FOR PLANNED,nevada advocates planned,manual,,
A Better America Now,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Americans United 4 Life Action,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
America is not Stupid,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Iowa Credit Union League,6.0,830494970.0,Iowa Credit Union League,6.0,143.90506,IOWA CREDIT UNION LEAGUE,iowa credit union league,manual,,
Direct Selling Assn,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Revere America,4.0,861900155.0,Revive America,3.0,74.73973,,,manual,,
Revere America,4.0,994616917.0,Revive America,3.0,74.73973,,,manual,,
Revere America,4.0,454070397.0,Revive America Ministries,3.0,67.01464,,,manual,,
Revere America,4.0,422119982.0,Revive Historic America,3.0,67.01464,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,341565935.0,American Revenue Association,3.0,63.28709,American Revenue Association,american revenue association,auto,0.0,Not included in top 3 results.
Revere America,4.0,852464853.0,Revive The American Dream,3.0,57.36111,REVIVE THE AMERICAN DREAM,revive american dream,auto,0.0,Not included in top 3 results.
Revere America,4.0,872279312.0,Paul Revere Leber American Legion Post 372 Auxiliary,3.0,55.23359,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,311788764.0,Asian Pacific American Internal Revenue Employees,3.0,47.145668,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,320091582.0,Asian Pacific American Internal Revenue Employees,3.0,45.232166,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,412099114.0,Asian Pacific American Internal Revenue Employees,3.0,45.232166,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,943388139.0,Asian Pacific American Internal Revenue Employees,3.0,45.232166,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,861078112.0,Asian Pacific American Internal Revenue Employees,3.0,44.44068,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,472781932.0,Asian Pacific American Internal Revenue Employees,3.0,44.44068,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,510489452.0,Asian Pacific American Internal Revenue Employees,3.0,44.44068,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,20649134.0,Asian Pacific American Internal Revenue Employees,3.0,43.735382,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,341988397.0,Asian Pacific American Internal Revenue Employees,3.0,43.102917,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,363251114.0,American Legion Auxiliary,19.0,22.272583,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,231573560.0,American Legion,19.0,20.72234,AMERICAN LEGION PAUL REVERE LEBER POST 372,american legion paul revere leber post 372,auto,0.0,Not included in top 3 results.
Revere America,4.0,236297066.0,American Legion,19.0,16.83081,AMERICAN LEGION POST 328 AMBROSE,american legion post 328 ambrose,auto,0.0,Not included in top 3 results.
Revere America,4.0,46180860.0,American Federation Of State County & Municipal Employees,5.0,16.209435,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,831026487.0,American Federation Of State County & Municipal Employees,5.0,15.372479,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,46112823.0,National Society Of The Daughters Of The American Revolution,3.0,15.372479,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,237027392.0,National Society Of The Daughters Of The American Revolution,3.0,15.372479,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,746062741.0,National Society Of The Sons Of The American Revolution,3.0,15.372479,,,auto,0.0,Not included in top 3 results.
Revere America,4.0,901249970.0,American Federation Of State County & Municipal Employees,5.0,15.372479,,,auto,0.0,Not included in top 3 results.
CSS Action Fund,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Defenders of Wildlife Action Fund,4.0,522298744.0,Defenders Of Wildlife Action Fund,,160.43874,,,manual,,
Defenders of Wildlife Action Fund,4.0,384043084.0,Defenders Of Wildlife Action Fund,4.0,160.43874,Defenders of Wildlife Action Fund,defenders wildlife action fund,manual,,
National Assn of Manufacturers,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
American Hospital Assn,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Alliance for America's Future,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Arkansans for Common Sense,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
West Virginia Conservative Foundation,4.0,861349643.0,West Virginia Association Of Conservation Districts Foundation,3.0,92.15712,,,manual,,
BlueGreen Alliance,4.0,203477309.0,Bluegreen Alliance Foundation,3.0,131.02939,BlueGreen Alliance Foundation,bluegreen alliance foundation,manual,,
BlueGreen Alliance,4.0,264086284.0,Bluegreen Alliance Inc,4.0,131.02939,BlueGreen Alliance Inc,bluegreen alliance,manual,,
Advancing Wisconsin,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Coalition to Protect Seniors,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Jordan Credit Union,,934944761.0,Jordan Credit Union Foundation,3.0,124.48706,JORDAN CREDIT UNION FOUNDATION,jordan credit union foundation,manual,,
Jordan Credit Union,,870238380.0,Credit Unions Chartered In The State Of Utah,1.0,34.514313,,,manual,,
America Votes,4.0,264568349.0,America Votes,4.0,90.083984,America Votes,america votes,manual,,
America Votes,4.0,851071612.0,America Votes Foundation,3.0,80.77307,,,manual,,
America Votes,4.0,921602494.0,America Votes Education Fund,3.0,73.20989,America Votes Education Fund,america votes education fund,manual,,
America Votes,4.0,991165384.0,Vote For America,3.0,67.10303,Vote for America,vote america,auto,0.0,Not included in top 3 results.
America Votes,4.0,853498373.0,American Voters Alliance,4.0,66.10948,AMERICAN VOTERS' ALLIANCE,american voters alliance,auto,0.0,Not included in top 3 results.
America Votes,4.0,393959875.0,Voiceless Voters Of America,3.0,63.29783,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,922979246.0,Vote Save America Action,4.0,60.819817,VOTE SAVE AMERICA ACTION,vote save america action,auto,0.0,Not included in top 3 results.
America Votes,4.0,270602729.0,League Of American Voters,,59.91932,,,auto,0.0,Not included in top 3 results.
America Votes,4.0,921195662.0,Pakistani American Voters Association,3.0,59.91932,PAKISTANI AMERICAN VOTERS,pakistani american voters,auto,0.0,Not included in top 3 results.
